E0 = -1.61602540378
E0 = -2.49357713305
E0 = -3.37493259388
E0 = -4.25802885033
E0 = -5.14207763062
E0 = -6.02668206111
E0 = -6.91166999781
E0 = -7.79687817005
E0 = -8.68229039956
E0 = -8.68227034394
E0 = -8.68228777761
E0 = -8.68227027266
E0 = -8.68228221511
E0 = -8.6822701045
E0 = -8.68227438709
E0 = -8.68226739158
E0 = -8.68226739484
E0 = -8.68226739194
E0 = -8.68227439004
E0 = -8.682270243
E0 = -8.68228565394
E0 = -8.68227459823
E0 = -8.68229457624
E0 = -8.68227735429
E0 = -8.68229760245
E0 = -8.68227731666
E0 = -8.68229473847
E0 = -8.68227729838
E0 = -8.68228923812
E0 = -8.68227701845
E0 = -8.68228128366
E0 = -8.68227427361
E0 = -8.68227427744
E0 = -8.68227429163
E0 = -8.68228129498
E0 = -8.68227714289
E0 = -8.68229266746
E0 = -8.68228158848
E0 = -8.68230159547
E0 = -8.68228440292
E0 = -8.68230487475
E0 = -8.6822844763
E0 = -8.68230163623
E0 = -8.68228161668
E0 = -8.6822926965
E0 = -8.68227714914
E0 = -8.68228132814
E0 = -8.68227433131
E0 = -8.68227432812
E0 = -8.68227433136
E0 = -8.68228132506
E0 = -8.68227717051
E0 = -8.68229266623
E0 = -8.68228165084
E0 = -8.68230161892
E0 = -8.68228455003
E0 = -8.68230488952
E0 = -8.68228448034
E0 = -8.68230163566
E0 = -8.68228162361
E0 = -8.6822927279
E0 = -8.68227718845
E0 = -8.68228134269
E0 = -8.68227433817
E0 = -8.68227432287
E0 = -8.68227434624
E0 = -8.68228132792
E0 = -8.68227719108
E0 = -8.68229268115
E0 = -8.68228156013
E0 = -8.68230161129
E0 = -8.68228454648
E0 = -8.6823049118
E0 = -8.68228456208
E0 = -8.6823016025
E0 = -8.68228163465
E0 = -8.68229271428
E0 = -8.68227716514
E0 = -8.68228132624
E0 = -8.68227432992
E0 = -8.68227433169
E0 = -8.68227433472
E0 = -8.68228133999
E0 = -8.68227715977
E0 = -8.68229266079
E0 = -8.68228160624
E0 = -8.68230162322
E0 = -8.68228454773
E0 = -8.6823048947
E0 = -8.68228455202
E0 = -8.68230164388
E0 = -8.68228166461
E0 = -8.68229275939
E0 = -8.68227725404
E0 = -8.6822812778
E0 = -8.68227437229
